WAP006,WAP008,WAP010,WAP011,WAP012,WAP015,WAP016,WAP017,WAP021,WAP022,WAP023,WAP027,WAP028,WAP029,WAP030,WAP035,WAP036,WAP037,WAP038,WAP045,WAP046,WAP049,WAP050,WAP055,WAP056,WAP059,WAP077,WAP078,WAP082,WAP083,WAP084,WAP085,WAP086,WAP088,WAP089,WAP090,WAP091,WAP101,WAP102,WAP103,WAP104,WAP105,WAP106,WAP107,WAP108,WAP109,WAP110,WAP111,WAP112,WAP113,WAP114,WAP115,WAP116,WAP119,WAP120,WAP121,WAP123,WAP124,WAP125,WAP126,WAP127,WAP129,WAP130,WAP131,WAP132,WAP133,WAP134,WAP135,WAP136,WAP137,WAP140,WAP141,WAP142,WAP143,WAP144,WAP145,WAP146,WAP147,WAP148,WAP149,WAP150,WAP151,WAP155,WAP156,WAP164,WAP165,WAP166,WAP167,WAP168,WAP169,WAP170,WAP171,WAP172,WAP173,WAP174,WAP175,WAP176,WAP177,WAP178,WAP179,WAP180,WAP181,WAP182,WAP183,WAP184,WAP185,WAP186,WAP187,WAP188,WAP189,WAP191,WAP192,WAP198,WAP206,WAP222,WAP223,WAP248,WAP255,WAP256,WAP257,WAP258,WAP259,WAP260,WAP261,WAP262,WAP263,WAP268,WAP274,WAP278,WAP282,WAP284,WAP286,WAP288,WAP289,WAP294,WAP295,WAP308,WAP310,WAP311,WAP312,WAP313,WAP314,WAP315,WAP316,WAP317,WAP318,WAP329,WAP334,WAP338,WAP340,WAP342,WAP343,WAP344,WAP345,WAP350,WAP351,WAP362,WAP364,WAP366,WAP367,WAP368,WAP369,WAP370,WAP371,WAP372,WAP373,WAP374,WAP375,WAP386,WAP390,WAP394,WAP396,WAP398,WAP400,WAP401,WAP404,WAP405,WAP407,WAP413,WAP415,WAP418,WAP432,WAP446,WAP449,WAP454,WAP468,WAP478,WAP489,WAP490,WAP503,X,Y,D_score,zone_x,zone_y,zone_id
-87,-87,-66,-63,-83,-62,-64,-88,-69,-60,-87,-85,-66,-74,-66,-67,-64,-59,-58,-62,-88,-69,-83,-59,-62,-71,-90,-86,-95,-86,-92,-76,-96,-91,-67,-73,-69,-84,-80,-88,-71,-79,-77,-83,-66,-92,-69,-72,-84,-89,-84,-71,-91,-63,-77,-74,-60,-84,-85,-91,-67,-70,-63,-63,-86,-82,-84,-67,-68,-82,-64,-84,-78,-67,-96,-89,-67,-82,-68,-92,-89,-56,-80,-82,-81,-69,-68,-67,-71,-65,-87,-70,-59,-61,-69,-82,-79,-88,-90,-72,-71,-81,-78,-79,-72,-67,-84,-89,-62,-62,-65,-71,-68,-70,-64,-93,-91,-86,-92,-83,-77,-69,-90,-70,-57,-64,-92,-88,-83,-86,-59,-88,-60,-64,-60,-80,-68,-87,-68,-74,-80,-67,-58,-86,-61,-87,-66,-82,-83,-94,-79,-85,-97,-67,-89,-55,-84,-64,-58,-88,-62,-89,-89,-69,-63,-68,-83,-75,-85,-87,-66,-63,-61,-85,-68,-88,-83,-86,-84,-63,-87,-63,-85,-82,-65,-61,-72,-65,-91,-86,-5613.8022,3434423.8,5.4138806e-20,-2807,9,-28061
-87,-87,-66,-64,-83,-65,-63,-89,-67,-62,-87,-84,-65,-76,-66,-68,-65,-58,-60,-60,-90,-69,-82,-61,-63,-70,-88,-84,-91,-85,-92,-76,-95,-91,-67,-72,-70,-85,-81,-89,-73,-79,-75,-81,-64,-90,-68,-70,-86,-88,-86,-71,-91,-62,-77,-73,-63,-84,-85,-88,-68,-67,-62,-66,-87,-84,-84,-67,-68,-81,-62,-87,-78,-68,-96,-90,-69,-82,-70,-90,-86,-55,-77,-84,-78,-71,-66,-69,-70,-63,-88,-72,-59,-62,-67,-82,-80,-88,-91,-72,-72,-82,-78,-79,-71,-66,-84,-89,-62,-64,-65,-72,-68,-70,-63,-94,-92,-86,-91,-84,-76,-69,-92,-71,-56,-64,-90,-85,-83,-85,-59,-88,-58,-64,-63,-82,-69,-88,-65,-75,-80,-69,-58,-85,-62,-89,-65,-82,-85,-95,-79,-84,-97,-65,-90,-55,-82,-63,-60,-88,-62,-89,-87,-68,-64,-68,-81,-74,-87,-89,-66,-64,-63,-84,-68,-87,-82,-86,-85,-63,-88,-62,-85,-82,-65,-60,-74,-63,-91,-84,-5613.0835,3434045.8,3.3979245e-20,-2807,9,-28061
-87,-87,-65,-63,-81,-61,-66,-87,-73,-64,-88,-87,-65,-73,-67,-65,-64,-59,-57,-64,-89,-70,-80,-61,-62,-70,-89,-86,-93,-86,-91,-75,-95,-92,-67,-73,-70,-83,-76,-91,-70,-78,-76,-82,-66,-92,-70,-71,-85,-90,-84,-71,-90,-64,-77,-75,-60,-85,-84,-88,-68,-71,-63,-63,-86,-83,-83,-66,-67,-82,-66,-84,-77,-66,-94,-88,-65,-79,-69,-90,-91,-56,-83,-83,-81,-67,-71,-67,-70,-66,-88,-70,-61,-63,-67,-83,-80,-90,-89,-71,-68,-81,-80,-80,-70,-67,-87,-89,-61,-60,-63,-72,-69,-73,-64,-94,-90,-88,-94,-83,-79,-70,-90,-69,-59,-63,-92,-87,-81,-85,-59,-90,-59,-66,-61,-78,-66,-86,-68,-76,-80,-66,-58,-87,-61,-87,-66,-82,-85,-91,-80,-84,-94,-68,-89,-58,-86,-64,-58,-87,-64,-88,-91,-68,-64,-66,-83,-75,-84,-84,-68,-63,-60,-84,-69,-87,-84,-87,-82,-62,-85,-64,-87,-81,-63,-60,-72,-66,-90,-83,-5612.8022,3433578.0,1.8840722e-20,-2807,9,-28061
-87,-87,-67,-66,-83,-66,-62,-89,-66,-63,-87,-83,-63,-77,-65,-68,-65,-58,-62,-60,-92,-69,-82,-62,-64,-70,-87,-83,-89,-85,-91,-77,-96,-90,-67,-72,-70,-86,-82,-87,-75,-80,-76,-80,-62,-89,-67,-71,-86,-86,-88,-71,-90,-62,-76,-74,-64,-85,-86,-88,-69,-66,-62,-68,-88,-84,-84,-69,-69,-81,-61,-89,-77,-68,-95,-88,-70,-83,-70,-89,-84,-55,-76,-86,-77,-71,-65,-69,-68,-61,-89,-72,-56,-62,-66,-81,-79,-89,-91,-71,-73,-83,-78,-80,-73,-64,-84,-89,-63,-66,-65,-73,-68,-70,-63,-93,-91,-85,-90,-86,-75,-69,-93,-71,-55,-66,-88,-83,-81,-84,-59,-87,-58,-64,-64,-82,-70,-88,-63,-75,-80,-70,-60,-84,-63,-90,-64,-81,-86,-96,-79,-84,-97,-63,-91,-56,-80,-64,-60,-87,-64,-88,-85,-68,-66,-68,-80,-75,-88,-90,-64,-65,-64,-83,-68,-87,-82,-85,-88,-64,-88,-62,-86,-83,-66,-59,-74,-62,-90,-84,-5613.9116,3434329.5,7.6289705e-21,-2807,9,-28061
-87,-86,-64,-64,-82,-63,-64,-88,-70,-61,-86,-83,-65,-74,-68,-66,-64,-59,-59,-62,-89,-70,-82,-59,-62,-69,-87,-86,-94,-85,-93,-75,-96,-91,-67,-72,-69,-83,-80,-90,-72,-78,-76,-84,-66,-92,-70,-70,-85,-88,-83,-73,-92,-62,-78,-73,-60,-83,-85,-92,-68,-72,-62,-62,-85,-82,-84,-66,-65,-83,-64,-84,-79,-68,-95,-91,-68,-81,-69,-92,-88,-55,-78,-83,-79,-71,-70,-69,-72,-66,-86,-72,-61,-61,-68,-81,-79,-86,-92,-72,-69,-82,-78,-78,-70,-66,-86,-89,-63,-63,-64,-70,-67,-71,-63,-92,-92,-88,-93,-81,-77,-69,-91,-69,-57,-65,-92,-87,-81,-86,-59,-90,-61,-66,-60,-82,-68,-86,-67,-73,-81,-66,-59,-88,-61,-86,-68,-83,-82,-92,-78,-84,-97,-69,-90,-57,-84,-64,-59,-87,-63,-88,-91,-66,-62,-68,-84,-74,-86,-87,-67,-64,-62,-85,-70,-89,-82,-87,-84,-61,-85,-61,-84,-81,-65,-62,-72,-67,-89,-86,-5612.724,3433942.8,6.961827e-21,-2807,9,-28061
-89,-87,-62,-62,-83,-61,-61,-89,-69,-57,-90,-85,-61,-72,-66,-68,-64,-54,-58,-58,-91,-71,-83,-57,-61,-69,-88,-84,-95,-88,-95,-76,-99,-94,-65,-71,-71,-86,-81,-90,-70,-78,-76,-80,-63,-93,-67,-70,-88,-89,-88,-73,-92,-58,-75,-72,-60,-85,-89,-95,-67,-67,-60,-62,-90,-86,-85,-67,-64,-83,-61,-88,-77,-69,-99,-93,-66,-86,-66,-94,-89,-54,-79,-83,-79,-69,-66,-66,-66,-62,-90,-69,-56,-57,-67,-78,-79,-89,-95,-72,-70,-83,-81,-78,-71,-66,-85,-90,-61,-63,-64,-71,-68,-70,-63,-95,-95,-87,-93,-84,-77,-71,-93,-72,-54,-64,-93,-91,-84,-88,-55,-90,-56,-62,-59,-84,-68,-90,-65,-72,-82,-64,-55,-86,-59,-89,-64,-82,-85,-99,-78,-86,-100,-62,-93,-53,-83,-64,-55,-88,-57,-94,-92,-68,-60,-67,-86,-77,-86,-89,-65,-61,-61,-86,-69,-90,-84,-85,-86,-61,-87,-58,-82,-85,-66,-58,-72,-62,-94,-87,-5611.6304,3432960.5,1.0506384e-12,-2806,9,-28051
-87,-88,-62,-62,-82,-61,-62,-88,-70,-60,-90,-86,-62,-73,-66,-66,-64,-56,-56,-59,-91,-70,-84,-56,-60,-71,-89,-87,-95,-86,-93,-77,-99,-92,-65,-71,-70,-87,-79,-91,-70,-79,-77,-82,-66,-92,-69,-70,-87,-90,-87,-71,-94,-62,-76,-72,-59,-84,-86,-93,-68,-67,-62,-62,-86,-85,-85,-66,-64,-82,-61,-86,-80,-68,-98,-91,-66,-82,-67,-94,-91,-54,-80,-82,-80,-69,-69,-68,-71,-63,-91,-70,-56,-58,-66,-83,-80,-90,-93,-70,-70,-82,-79,-79,-72,-63,-86,-90,-62,-60,-63,-70,-67,-70,-63,-94,-92,-90,-95,-82,-78,-70,-93,-69,-56,-63,-93,-89,-82,-87,-55,-91,-56,-65,-59,-82,-69,-91,-65,-73,-81,-64,-56,-88,-59,-89,-65,-83,-85,-97,-78,-89,-97,-67,-93,-55,-82,-64,-57,-87,-59,-91,-93,-66,-60,-67,-85,-76,-86,-88,-67,-60,-59,-87,-69,-89,-85,-89,-85,-61,-85,-60,-84,-83,-64,-57,-70,-63,-92,-85,-5611.1226,3432752.8,1.2902715e-14,-2806,9,-28051
-90,-89,-61,-65,-82,-64,-60,-91,-70,-60,-88,-82,-59,-73,-68,-64,-64,-55,-63,-59,-95,-68,-81,-59,-62,-65,-84,-82,-89,-87,-95,-75,-95,-93,-66,-71,-70,-88,-81,-91,-76,-78,-77,-81,-60,-92,-67,-68,-88,-85,-90,-74,-91,-57,-78,-73,-62,-85,-88,-93,-69,-67,-60,-64,-89,-86,-86,-65,-64,-85,-58,-91,-78,-70,-95,-94,-71,-83,-70,-91,-84,-53,-73,-86,-74,-72,-66,-70,-64,-62,-89,-73,-57,-62,-64,-79,-79,-87,-96,-72,-68,-87,-80,-79,-67,-64,-87,-88,-65,-67,-64,-73,-67,-71,-62,-93,-96,-89,-91,-83,-75,-69,-94,-70,-54,-69,-88,-83,-78,-85,-57,-90,-57,-65,-65,-87,-69,-89,-62,-72,-85,-65,-59,-86,-61,-88,-63,-84,-85,-96,-77,-83,-99,-62,-96,-57,-82,-63,-58,-88,-62,-90,-89,-65,-62,-67,-83,-74,-90,-92,-64,-65,-64,-83,-70,-91,-85,-86,-89,-60,-86,-54,-82,-83,-65,-58,-73,-63,-90,-86,-5610.7554,3432339.2,2.264901e-16,-2806,9,-28051
-87,-86,-66,-63,-84,-64,-64,-88,-69,-61,-87,-86,-64,-76,-65,-68,-64,-58,-58,-59,-91,-70,-82,-60,-62,-70,-88,-84,-94,-85,-94,-75,-97,-93,-67,-72,-69,-84,-81,-90,-72,-79,-76,-81,-65,-91,-68,-70,-86,-89,-86,-71,-92,-61,-76,-73,-62,-85,-87,-91,-66,-68,-62,-65,-88,-83,-85,-66,-67,-82,-61,-87,-77,-66,-97,-91,-67,-82,-69,-93,-89,-54,-78,-85,-78,-70,-66,-69,-69,-63,-88,-70,-57,-59,-67,-81,-80,-89,-92,-70,-71,-81,-80,-78,-72,-66,-84,-91,-61,-64,-63,-71,-67,-70,-63,-94,-93,-86,-92,-84,-76,-70,-93,-70,-56,-64,-92,-88,-83,-86,-56,-89,-58,-64,-60,-80,-69,-89,-65,-74,-80,-67,-58,-86,-61,-90,-65,-84,-84,-96,-78,-85,-98,-65,-89,-55,-84,-62,-58,-89,-60,-90,-90,-67,-63,-67,-83,-76,-87,-88,-64,-62,-61,-84,-67,-89,-83,-87,-85,-61,-86,-62,-85,-83,-64,-61,-73,-63,-91,-85,-5611.0913,3432814.0,4.6588453e-17,-2806,9,-28051
-86,-86,-66,-62,-83,-62,-65,-87,-71,-61,-87,-87,-66,-75,-66,-67,-64,-59,-56,-60,-89,-71,-82,-59,-61,-70,-89,-87,-97,-85,-94,-74,-98,-93,-67,-73,-69,-82,-80,-91,-70,-78,-76,-83,-68,-92,-70,-70,-85,-91,-83,-71,-93,-62,-77,-73,-60,-84,-86,-91,-65,-72,-62,-63,-86,-82,-85,-65,-65,-82,-64,-83,-78,-64,-96,-91,-65,-81,-68,-94,-91,-54,-80,-83,-80,-69,-69,-68,-73,-66,-87,-69,-59,-59,-68,-82,-80,-88,-91,-70,-70,-79,-80,-77,-72,-67,-85,-91,-60,-61,-62,-70,-66,-71,-64,-93,-92,-87,-94,-82,-77,-70,-91,-69,-57,-62,-94,-90,-84,-87,-57,-90,-60,-65,-57,-79,-68,-87,-68,-75,-79,-66,-58,-88,-60,-89,-67,-84,-83,-94,-78,-85,-97,-69,-87,-55,-86,-62,-57,-89,-60,-90,-92,-67,-62,-67,-85,-76,-85,-86,-66,-61,-60,-85,-67,-89,-83,-89,-82,-60,-85,-64,-85,-82,-63,-63,-73,-65,-90,-85,-5610.3257,3432681.8,1.9115634e-17,-2806,9,-28051
-88,-88,-62,-64,-81,-63,-62,-89,-71,-61,-88,-84,-60,-72,-68,-66,-65,-57,-62,-61,-92,-69,-82,-59,-63,-68,-85,-82,-90,-86,-92,-76,-95,-91,-65,-71,-71,-88,-79,-90,-73,-78,-77,-80,-63,-91,-67,-70,-87,-86,-88,-73,-90,-60,-77,-72,-62,-84,-87,-92,-70,-66,-62,-64,-88,-86,-85,-66,-65,-83,-60,-89,-78,-71,-94,-92,-69,-83,-69,-91,-87,-56,-77,-83,-77,-70,-67,-69,-66,-63,-89,-71,-58,-62,-65,-80,-80,-88,-94,-71,-69,-85,-80,-79,-69,-65,-86,-87,-65,-65,-65,-73,-69,-72,-64,-92,-93,-88,-91,-83,-76,-70,-92,-71,-57,-67,-88,-85,-80,-84,-58,-89,-57,-65,-64,-84,-69,-89,-64,-72,-83,-65,-59,-85,-61,-88,-64,-83,-85,-96,-76,-85,-96,-63,-94,-58,-81,-65,-58,-87,-61,-91,-89,-67,-62,-67,-83,-75,-87,-89,-66,-64,-63,-84,-70,-89,-86,-85,-87,-62,-85,-58,-82,-84,-66,-58,-72,-63,-90,-84,-5610.1694,3431673.8,3.75669e-18,-2806,9,-28051
-87,-87,-66,-62,-82,-60,-66,-87,-72,-63,-88,-88,-66,-74,-66,-65,-62,-59,-55,-63,-89,-69,-82,-60,-61,-70,-91,-88,-97,-86,-92,-75,-97,-92,-67,-74,-68,-82,-77,-90,-69,-79,-76,-84,-67,-93,-71,-72,-84,-91,-82,-70,-91,-64,-77,-75,-58,-85,-84,-89,-67,-73,-62,-62,-86,-81,-84,-66,-67,-82,-66,-83,-77,-64,-95,-89,-64,-79,-68,-92,-92,-55,-84,-83,-83,-67,-71,-67,-72,-66,-88,-69,-60,-61,-68,-84,-80,-90,-89,-71,-69,-80,-79,-79,-71,-67,-87,-90,-59,-58,-62,-70,-67,-72,-64,-94,-90,-88,-95,-84,-79,-68,-91,-68,-58,-61,-94,-88,-82,-86,-58,-90,-60,-65,-58,-78,-65,-86,-69,-76,-79,-66,-58,-88,-60,-87,-66,-82,-84,-91,-80,-85,-96,-69,-88,-56,-87,-63,-56,-88,-63,-88,-92,-67,-63,-66,-84,-75,-84,-85,-67,-62,-58,-85,-68,-88,-84,-89,-82,-62,-86,-65,-88,-81,-62,-61,-72,-66,-91,-84,-5610.1226,3432208.8,3.1305209e-18,-2806,9,-28051
-88,-87,-67,-65,-83,-66,-62,-90,-66,-63,-87,-83,-63,-77,-64,-68,-65,-57,-61,-58,-93,-68,-83,-61,-63,-70,-88,-83,-90,-86,-92,-77,-97,-91,-67,-72,-70,-86,-82,-87,-75,-80,-76,-80,-61,-89,-66,-71,-86,-86,-89,-70,-91,-61,-76,-74,-63,-86,-87,-89,-68,-66,-61,-68,-88,-84,-85,-68,-68,-81,-60,-90,-78,-67,-96,-89,-71,-83,-70,-90,-85,-54,-76,-87,-77,-70,-64,-69,-68,-60,-89,-72,-55,-61,-65,-81,-79,-90,-91,-70,-73,-83,-78,-80,-73,-64,-84,-89,-62,-66,-64,-72,-67,-70,-63,-94,-92,-86,-91,-86,-75,-69,-94,-70,-54,-65,-89,-84,-82,-84,-58,-88,-58,-63,-63,-82,-69,-89,-63,-74,-80,-70,-59,-85,-63,-91,-63,-82,-87,-97,-79,-84,-98,-63,-92,-54,-81,-63,-59,-87,-63,-88,-85,-67,-66,-67,-80,-75,-89,-91,-63,-64,-63,-84,-67,-88,-82,-86,-89,-63,-89,-61,-86,-83,-65,-58,-74,-61,-91,-85,-5611.607,3433039.2,2.4151784e-18,-2806,9,-28051
-86,-86,-68,-63,-83,-62,-65,-88,-68,-63,-87,-86,-67,-77,-64,-66,-62,-59,-54,-61,-90,-69,-83,-59,-61,-72,-92,-89,-98,-85,-92,-77,-99,-91,-68,-74,-67,-81,-80,-89,-70,-80,-76,-85,-67,-92,-71,-72,-84,-91,-82,-69,-93,-66,-77,-75,-58,-85,-84,-88,-67,-72,-61,-64,-84,-80,-84,-67,-68,-81,-66,-82,-79,-63,-96,-87,-65,-79,-69,-92,-91,-54,-83,-84,-83,-68,-71,-68,-76,-65,-87,-71,-59,-60,-68,-85,-79,-91,-88,-71,-71,-79,-77,-80,-73,-65,-85,-91,-59,-58,-62,-69,-65,-70,-63,-95,-90,-88,-96,-84,-78,-68,-92,-67,-56,-60,-96,-88,-84,-86,-58,-90,-60,-65,-57,-77,-66,-86,-68,-77,-77,-68,-57,-89,-60,-88,-67,-81,-84,-92,-81,-86,-97,-70,-87,-54,-86,-62,-57,-88,-64,-86,-90,-66,-64,-67,-82,-74,-86,-86,-66,-62,-58,-86,-67,-89,-81,-90,-83,-62,-87,-66,-90,-80,-62,-60,-73,-66,-90,-85,-5611.5835,3433357.8,5.414833e-19,-2806,9,-28051
-87,-89,-63,-62,-82,-64,-64,-88,-71,-60,-87,-87,-64,-72,-69,-66,-66,-57,-62,-63,-88,-70,-80,-61,-63,-67,-86,-82,-89,-85,-93,-74,-92,-94,-66,-70,-73,-86,-77,-92,-72,-78,-75,-80,-65,-92,-68,-68,-86,-89,-86,-73,-90,-60,-79,-72,-64,-85,-85,-89,-68,-68,-64,-63,-87,-86,-83,-65,-66,-83,-62,-86,-76,-68,-96,-92,-68,-81,-71,-88,-89,-56,-78,-83,-78,-69,-66,-67,-68,-65,-88,-70,-62,-63,-67,-82,-82,-88,-92,-73,-68,-83,-80,-78,-67,-68,-85,-88,-62,-64,-64,-74,-70,-72,-62,-95,-92,-85,-90,-82,-77,-70,-91,-73,-58,-64,-88,-85,-83,-84,-59,-90,-57,-64,-65,-83,-67,-86,-67,-74,-82,-65,-57,-86,-62,-87,-66,-84,-86,-94,-77,-83,-95,-64,-89,-57,-84,-64,-60,-90,-60,-92,-89,-69,-63,-68,-83,-75,-84,-88,-68,-62,-65,-85,-69,-87,-84,-85,-82,-62,-86,-60,-84,-83,-66,-62,-74,-64,-92,-84,-5611.3726,3433246.8,4.0841518e-19,-2806,9,-28051
-91,-90,-60,-62,-83,-61,-58,-93,-68,-57,-91,-85,-58,-73,-65,-64,-62,-52,-57,-55,-96,-68,-84,-55,-59,-66,-88,-85,-95,-88,-98,-76,-101,-95,-64,-70,-69,-89,-82,-93,-73,-79,-77,-82,-60,-95,-66,-68,-90,-89,-90,-72,-96,-56,-77,-72,-58,-86,-90,-97,-67,-65,-58,-61,-91,-87,-87,-64,-62,-85,-56,-92,-79,-68,-100,-96,-68,-85,-67,-96,-88,-49,-75,-86,-76,-70,-65,-68,-66,-60,-91,-71,-53,-57,-63,-81,-80,-90,-98,-70,-69,-86,-80,-79,-69,-62,-88,-91,-61,-63,-61,-71,-65,-69,-60,-96,-98,-91,-95,-84,-76,-68,-97,-69,-51,-65,-93,-88,-81,-88,-52,-92,-54,-63,-59,-86,-68,-92,-61,-72,-84,-64,-55,-88,-57,-91,-62,-85,-86,-101,-78,-87,-103,-62,-97,-52,-83,-61,-54,-90,-58,-93,-93,-64,-58,-66,-85,-74,-91,-93,-62,-61,-60,-86,-68,-93,-86,-88,-90,-57,-88,-54,-84,-85,-63,-55,-72,-61,-93,-88,-5608.896,3431632.0,5.947472e-07,-2805,9,-28041
-91,-91,-62,-62,-82,-61,-62,-91,-72,-62,-91,-88,-59,-71,-66,-63,-63,-53,-59,-61,-94,-68,-80,-60,-61,-66,-87,-83,-90,-88,-94,-75,-97,-95,-65,-72,-71,-87,-76,-93,-71,-79,-76,-80,-60,-94,-67,-69,-90,-90,-89,-71,-90,-58,-78,-75,-61,-88,-87,-89,-69,-67,-60,-62,-91,-88,-84,-65,-66,-85,-60,-91,-75,-66,-96,-92,-64,-82,-70,-90,-91,-53,-81,-87,-79,-67,-67,-66,-63,-61,-92,-70,-57,-62,-63,-82,-80,-93,-93,-71,-66,-85,-83,-81,-68,-64,-90,-90,-58,-60,-62,-74,-70,-73,-61,-97,-93,-88,-94,-86,-79,-70,-94,-70,-56,-64,-90,-85,-80,-84,-55,-92,-54,-63,-63,-81,-64,-89,-63,-75,-83,-65,-56,-86,-59,-90,-61,-83,-89,-96,-80,-83,-97,-61,-95,-55,-85,-62,-55,-90,-62,-92,-90,-67,-64,-64,-84,-75,-88,-87,-66,-61,-61,-84,-67,-88,-87,-87,-86,-60,-88,-58,-88,-83,-61,-56,-73,-62,-93,-83,-5608.9507,3431207.2,6.1691134e-12,-2805,9,-28041
-90,-90,-64,-63,-83,-63,-60,-92,-66,-61,-90,-85,-60,-75,-64,-66,-63,-54,-58,-57,-95,-68,-83,-59,-62,-69,-89,-84,-92,-87,-94,-77,-99,-94,-65,-72,-69,-87,-82,-90,-74,-80,-76,-81,-60,-92,-66,-70,-89,-88,-89,-70,-93,-59,-77,-74,-61,-87,-88,-90,-68,-65,-59,-65,-90,-86,-85,-67,-67,-83,-59,-91,-77,-66,-98,-91,-68,-84,-69,-91,-88,-51,-77,-88,-78,-69,-64,-68,-66,-59,-91,-71,-54,-60,-64,-82,-79,-92,-93,-70,-71,-84,-80,-81,-71,-62,-86,-91,-59,-63,-63,-72,-67,-70,-61,-97,-94,-87,-93,-87,-76,-68,-96,-70,-52,-64,-91,-85,-82,-85,-55,-90,-54,-62,-62,-82,-67,-90,-62,-75,-81,-68,-56,-86,-60,-92,-61,-82,-88,-99,-80,-85,-101,-61,-94,-52,-82,-61,-56,-89,-61,-90,-88,-66,-64,-66,-81,-74,-90,-91,-63,-62,-61,-84,-66,-89,-84,-87,-89,-61,-90,-59,-88,-84,-63,-55,-74,-60,-93,-85,-5608.1147,3430934.8,3.7958985e-12,-2805,9,-28041
-89,-89,-62,-62,-82,-60,-62,-90,-71,-61,-90,-88,-60,-72,-66,-64,-63,-55,-57,-60,-93,-69,-82,-58,-60,-68,-89,-86,-94,-87,-94,-76,-98,-94,-64,-71,-70,-87,-78,-93,-70,-79,-77,-81,-64,-93,-68,-70,-88,-91,-88,-71,-92,-61,-77,-73,-59,-86,-86,-91,-68,-67,-61,-62,-89,-86,-84,-65,-64,-83,-61,-88,-78,-67,-98,-92,-65,-82,-68,-92,-92,-53,-81,-84,-80,-67,-68,-67,-67,-62,-91,-70,-56,-60,-65,-83,-81,-92,-93,-70,-68,-83,-81,-80,-70,-64,-88,-90,-60,-60,-62,-72,-68,-72,-62,-96,-93,-90,-95,-84,-78,-70,-94,-69,-55,-63,-92,-88,-81,-86,-55,-92,-55,-64,-60,-81,-66,-90,-64,-74,-82,-64,-55,-88,-58,-89,-63,-83,-87,-96,-79,-86,-97,-64,-94,-55,-84,-63,-55,-88,-60,-91,-92,-66,-61,-66,-85,-75,-87,-88,-67,-60,-59,-86,-68,-89,-86,-88,-85,-61,-86,-59,-86,-83,-62,-56,-71,-63,-92,-84,-5608.0835,3430826.5,2.2067751e-12,-2805,9,-28041
-87,-88,-63,-61,-83,-62,-62,-89,-68,-57,-88,-86,-64,-73,-67,-67,-65,-55,-58,-60,-89,-70,-83,-58,-61,-68,-89,-85,-94,-86,-96,-74,-96,-95,-66,-70,-71,-85,-80,-92,-71,-78,-75,-82,-65,-94,-68,-68,-87,-90,-86,-73,-93,-59,-78,-71,-60,-85,-87,-93,-66,-68,-61,-62,-87,-85,-85,-65,-64,-83,-61,-85,-78,-68,-100,-94,-67,-83,-68,-92,-89,-53,-78,-83,-79,-70,-66,-67,-70,-64,-88,-70,-59,-58,-68,-81,-81,-88,-94,-73,-69,-83,-79,-77,-69,-67,-85,-90,-61,-63,-63,-71,-68,-70,-61,-96,-95,-87,-93,-81,-76,-69,-93,-72,-54,-62,-93,-89,-85,-87,-57,-91,-56,-63,-60,-84,-67,-88,-66,-73,-81,-64,-55,-87,-60,-88,-67,-84,-85,-97,-78,-85,-99,-64,-90,-53,-84,-63,-58,-90,-57,-93,-92,-68,-60,-68,-85,-75,-85,-89,-66,-61,-62,-87,-68,-89,-83,-87,-83,-60,-87,-59,-83,-84,-66,-61,-74,-63,-93,-87,-5609.2007,3432277.8,2.7621541e-14,-2805,9,-28041
-87,-90,-62,-60,-83,-63,-63,-88,-70,-57,-88,-88,-65,-72,-68,-66,-66,-56,-59,-62,-87,-70,-82,-59,-61,-67,-88,-84,-93,-86,-96,-73,-93,-96,-65,-69,-72,-86,-78,-94,-71,-78,-74,-82,-66,-95,-68,-67,-87,-92,-85,-73,-92,-58,-80,-70,-62,-85,-86,-91,-66,-68,-63,-61,-87,-87,-84,-64,-64,-83,-61,-85,-77,-68,-100,-94,-67,-81,-70,-90,-90,-53,-78,-82,-79,-69,-66,-66,-69,-65,-88,-69,-62,-60,-68,-82,-83,-88,-93,-74,-68,-83,-79,-77,-66,-68,-85,-90,-60,-62,-63,-72,-69,-71,-61,-97,-94,-86,-92,-81,-77,-69,-92,-73,-55,-61,-91,-88,-85,-86,-58,-92,-55,-62,-62,-84,-66,-87,-67,-73,-82,-63,-54,-87,-60,-88,-67,-85,-86,-96,-77,-84,-97,-64,-89,-53,-86,-63,-59,-91,-57,-94,-92,-69,-60,-69,-84,-74,-84,-89,-68,-60,-64,-88,-68,-88,-83,-86,-81,-60,-87,-59,-83,-84,-66,-62,-74,-63,-94,-86,-5608.388,3431983.2,9.718659e-15,-2805,9,-28041
