WAP001,WAP002,WAP003,WAP004,WAP005,WAP006,WAP007,WAP008,WAP009,WAP010,LONGITUDE,LATITUDE
-49,-92,-55,-87,-61,-86,-70,-102,-99,-62,11.159227,10.91189
-51,-102,-58,-93,-58,-97,-69,-101,-99,-69,11.076809,9.995533
-52,-90,-56,-92,-63,-89,-71,-95,-96,-68,11.545875,9.615836
-56,-97,-61,-85,-61,-97,-73,-110,-95,-63,10.165921,12.030246
-55,-98,-66,-91,-66,-94,-69,-93,-91,-69,10.743377,8.927489
-56,-98,-60,-88,-62,-97,-72,-103,-93,-69,9.688043,11.043496
-50,-98,-56,-101,-61,-105,-68,-96,-94,-73,12.617256,8.275758
-40,-110,-66,-89,-61,-103,-64,-104,-96,-58,11.010093,10.209735
-54,-92,-58,-92,-63,-92,-74,-94,-95,-70,10.519526,10.016344
-44,-101,-53,-107,-56,-102,-69,-103,-97,-72,14.071621,10.306658
-45,-106,-55,-88,-62,-101,-68,-95,-99,-63,8.439758,7.857291
-55,-97,-65,-79,-68,-93,-74,-100,-89,-62,7.3340044,11.378835
-51,-94,-61,-80,-64,-88,-70,-99,-96,-59,9.256476,10.522336
-53,-100,-60,-94,-67,-99,-70,-89,-88,-73,9.334218,7.7870097
-43,-93,-50,-91,-58,-86,-69,-106,-102,-59,12.330472,11.272692
-49,-107,-56,-86,-66,-105,-71,-91,-92,-68,5.9818354,7.599406
-55,-90,-53,-94,-58,-97,-71,-107,-100,-68,13.038172,10.870411
-57,-98,-62,-86,-67,-92,-72,-92,-88,-70,7.9054093,9.251848
-47,-105,-67,-85,-65,-97,-69,-98,-92,-61,8.918993,10.25627
-47,-105,-64,-84,-66,-99,-72,-93,-93,-61,7.214602,9.332843
-47,-98,-62,-88,-64,-90,-67,-100,-94,-60,11.169733,10.103423
-54,-95,-60,-89,-67,-89,-72,-91,-91,-70,9.232286,9.211888
-54,-98,-60,-88,-62,-92,-74,-109,-92,-66,10.101972,12.528689
-55,-102,-59,-90,-64,-101,-68,-98,-91,-73,9.395371,8.878274
-51,-90,-54,-96,-58,-90,-73,-103,-101,-67,13.134362,11.379336
-50,-105,-58,-86,-64,-94,-71,-96,-94,-68,7.419222,9.583539
-51,-99,-58,-86,-63,-98,-73,-106,-94,-63,9.05417,11.534816
-54,-101,-67,-82,-64,-92,-67,-98,-94,-64,9.445131,9.812209
-52,-103,-57,-88,-61,-100,-70,-99,-96,-68,8.758282,9.37618
-54,-98,-66,-86,-62,-97,-73,-97,-96,-65,9.634045,10.655135
-45,-110,-60,-86,-61,-105,-70,-94,-98,-63,7.252473,8.575399
-53,-90,-57,-88,-63,-88,-70,-106,-95,-63,11.879971,11.3988695
-55,-95,-62,-90,-65,-87,-71,-99,-90,-68,10.644105,10.814126
-45,-102,-60,-88,-63,-96,-69,-94,-98,-61,9.537505,8.7839985
-49,-110,-64,-88,-63,-103,-67,-95,-94,-66,8.49827,8.318401
-50,-100,-57,-93,-62,-92,-71,-102,-94,-69,10.516672,10.92867
-42,-102,-48,-96,-59,-99,-67,-100,-100,-67,11.053787,8.72615
-57,-97,-68,-88,-69,-92,-73,-85,-89,-71,8.608466,8.564303
-50,-97,-57,-89,-57,-89,-69,-109,-101,-62,12.029662,11.904381
-55,-100,-63,-81,-64,-95,-71,-98,-94,-64,7.9279428,10.006583
-51,-99,-57,-91,-64,-103,-72,-93,-93,-68,8.907897,8.477522
-51,-100,-54,-92,-61,-100,-72,-106,-94,-68,9.933524,11.011155
-54,-95,-54,-97,-62,-97,-74,-97,-92,-74,10.521244,10.025342
-49,-100,-56,-91,-65,-87,-72,-101,-91,-68,9.334396,11.149714
-51,-104,-67,-86,-67,-96,-67,-98,-89,-65,9.336538,9.633553
-49,-100,-59,-94,-63,-103,-70,-93,-93,-68,10.209209,8.436798
-49,-104,-56,-86,-65,-104,-72,-95,-93,-67,6.845203,8.797345
-55,-95,-67,-85,-64,-89,-68,-98,-94,-64,11.095222,10.222074
-48,-105,-66,-84,-65,-97,-70,-96,-93,-61,8.208417,9.817033
-58,-92,-57,-88,-61,-91,-74,-109,-95,-66,10.942748,12.07514
-57,-94,-67,-90,-64,-92,-68,-96,-93,-68,12.095156,9.552094
-52,-92,-57,-86,-58,-89,-71,-106,-102,-60,11.592918,11.566998
-56,-94,-57,-94,-64,-98,-72,-97,-89,-74,10.451983,9.804689
-50,-103,-58,-85,-63,-102,-72,-92,-97,-65,7.2118216,8.33104
-55,-93,-58,-93,-61,-92,-72,-101,-96,-69,11.755008,10.739068
-50,-108,-54,-86,-64,-105,-69,-91,-95,-70,6.2266507,6.9494023
-57,-83,-59,-85,-63,-84,-72,-98,-97,-63,11.720598,10.661029
-51,-106,-60,-90,-66,-101,-71,-91,-90,-70,7.465759,8.173454
-52,-94,-62,-83,-65,-87,-67,-104,-94,-60,10.992208,10.775767
-52,-92,-58,-93,-63,-90,-71,-95,-95,-69,11.571032,9.78808
-52,-104,-67,-92,-67,-97,-67,-90,-89,-71,9.957999,8.075329
-51,-96,-56,-93,-61,-90,-72,-106,-95,-67,11.414704,11.870076
-47,-96,-57,-84,-61,-88,-69,-101,-101,-58,10.323159,10.333438
-53,-101,-62,-85,-66,-97,-69,-103,-89,-66,8.962308,10.552716
-51,-99,-59,-99,-61,-99,-71,-95,-95,-72,11.765749,9.250301
-53,-97,-58,-90,-63,-97,-67,-95,-95,-69,10.655359,8.221031
-51,-96,-58,-83,-63,-92,-71,-96,-98,-62,8.838473,9.522973
-49,-102,-52,-96,-62,-100,-71,-102,-92,-73,9.893849,10.1947
-46,-100,-47,-100,-57,-99,-73,-104,-99,-72,11.151342,10.816061
-49,-97,-51,-100,-55,-96,-74,-110,-100,-69,12.747871,12.431634
-57,-91,-58,-91,-62,-99,-74,-98,-95,-71,10.707872,10.276991
-57,-95,-64,-83,-67,-92,-72,-90,-92,-67,8.257239,8.909077
-53,-100,-61,-83,-65,-92,-72,-94,-94,-65,7.604206,9.526713
-50,-103,-61,-89,-64,-96,-70,-95,-92,-67,8.840892,9.357817
-55,-100,-65,-85,-66,-89,-69,-97,-90,-68,9.119335,10.143691
-53,-103,-64,-85,-66,-94,-66,-107,-88,-65,9.810147,10.940219
-41,-98,-50,-99,-54,-94,-68,-107,-106,-64,14.008354,10.962558
-50,-104,-65,-88,-65,-98,-69,-91,-94,-66,8.973663,8.372031
-50,-102,-53,-91,-62,-101,-69,-96,-96,-71,9.061571,8.348672
-55,-95,-64,-86,-66,-93,-74,-92,-92,-65,8.802273,9.6986685
-45,-99,-57,-89,-61,-86,-67,-110,-97,-60,11.896456,12.027137
-52,-100,-65,-91,-67,-96,-70,-92,-90,-69,9.867833,8.981261
-51,-101,-60,-94,-61,-103,-68,-93,-96,-71,10.842843,8.114073
-57,-92,-56,-93,-60,-97,-72,-104,-96,-70,11.855311,10.7598095
-50,-101,-50,-97,-63,-99,-73,-95,-93,-75,9.016939,8.946272
-57,-97,-62,-90,-66,-96,-69,-94,-90,-74,10.042422,8.918762
-54,-93,-66,-84,-62,-90,-72,-97,-98,-62,10.598544,10.844512
-47,-98,-60,-83,-61,-90,-70,-104,-98,-58,9.876572,11.544707
-54,-94,-61,-89,-65,-93,-67,-95,-93,-67,11.200585,8.612737
-53,-91,-58,-93,-61,-92,-69,-99,-97,-68,12.745887,9.91934
-57,-94,-58,-93,-66,-96,-73,-90,-91,-75,9.637688,8.547657
-50,-99,-59,-93,-65,-101,-69,-92,-91,-68,10.046308,8.003485
-49,-104,-56,-92,-66,-106,-70,-92,-90,-69,8.084715,7.5180035
-50,-100,-67,-82,-64,-93,-69,-105,-93,-59,9.891162,11.771175
-48,-101,-62,-81,-63,-93,-71,-99,-97,-59,8.234053,10.587851
-47,-107,-61,-81,-68,-100,-71,-96,-90,-61,5.8602896,9.300255
-52,-98,-57,-94,-61,-94,-71,-109,-94,-69,11.736867,12.051965
-48,-103,-59,-95,-64,-102,-68,-90,-94,-69,10.1383295,7.280645
-55,-97,-58,-86,-64,-91,-74,-98,-92,-68,8.186107,10.692105
-53,-102,-56,-93,-67,-93,-74,-92,-88,-76,7.6355524,9.404592
-56,-95,-63,-84,-65,-90,-72,-103,-91,-65,9.566669,11.639516
-52,-97,-57,-90,-67,-90,-71,-93,-91,-70,9.118753,9.057786
-55,-92,-56,-93,-63,-92,-74,-97,-94,-72,10.629531,10.41337
-53,-101,-65,-80,-66,-93,-70,-101,-90,-62,7.934132,10.859011
-49,-103,-65,-82,-64,-97,-72,-101,-94,-59,8.109162,11.073199
-55,-101,-61,-84,-70,-95,-72,-92,-86,-70,6.5055184,8.962755
-46,-105,-63,-89,-64,-101,-71,-92,-94,-63,8.516038,8.865077
-44,-102,-57,-101,-62,-94,-68,-96,-94,-69,12.267454,9.193539
-45,-99,-52,-95,-60,-92,-70,-98,-98,-69,10.885305,9.948809
-55,-95,-61,-85,-65,-88,-70,-94,-94,-67,9.43961,9.392564
-48,-108,-55,-83,-63,-100,-70,-96,-97,-64,6.2426486,8.45051
-53,-92,-55,-99,-59,-94,-74,-100,-97,-73,12.590789,11.043772
-54,-95,-57,-83,-67,-93,-75,-90,-92,-67,6.714486,9.098445
-55,-101,-67,-85,-64,-97,-71,-95,-93,-66,8.84409,9.738499
-46,-95,-52,-97,-58,-94,-69,-100,-101,-68,12.807626,9.887522
-56,-98,-63,-82,-68,-93,-73,-102,-87,-65,7.7848754,11.259595
-56,-98,-57,-91,-67,-102,-70,-92,-87,-75,8.645591,7.9660883
-58,-88,-58,-92,-63,-90,-74,-99,-92,-70,11.364898,10.958054
-55,-94,-60,-87,-67,-94,-73,-89,-92,-69,8.568427,8.612467
-49,-96,-63,-83,-63,-88,-66,-106,-96,-57,11.460433,11.1364975
-56,-91,-58,-88,-65,-92,-71,-99,-92,-68,10.492669,10.098932
-46,-101,-54,-89,-59,-95,-66,-102,-100,-63,10.750488,9.404417
-52,-93,-53,-94,-61,-93,-72,-100,-98,-69,11.473522,10.106824
-53,-99,-54,-93,-63,-100,-72,-95,-94,-74,9.223499,8.927759
-57,-95,-65,-86,-65,-91,-70,-93,-92,-68,9.856691,9.381369
-47,-93,-49,-97,-54,-90,-74,-110,-104,-64,13.02524,12.678847
-59,-97,-68,-89,-67,-91,-71,-90,-89,-71,9.725155,9.0376
-46,-108,-62,-86,-66,-102,-71,-93,-93,-63,7.04635,8.721151
-55,-99,-67,-85,-65,-93,-71,-95,-92,-66,9.152729,10.0448
-58,-94,-64,-88,-67,-91,-70,-98,-89,-69,10.503956,10.067776
-50,-107,-63,-87,-62,-103,-68,-95,-97,-67,8.759193,8.540845
-55,-96,-64,-92,-66,-88,-71,-91,-90,-71,10.422701,9.429221
-53,-90,-58,-90,-62,-88,-74,-99,-96,-66,11.087164,11.283399
-53,-103,-66,-80,-69,-96,-70,-96,-88,-64,6.9470973,9.673297
-50,-108,-67,-80,-66,-97,-68,-100,-91,-62,7.3539896,10.185286
-52,-94,-56,-90,-63,-87,-73,-97,-95,-68,9.98745,10.545231
-46,-105,-59,-87,-65,-102,-70,-96,-93,-64,7.946118,9.048006
-43,-101,-58,-93,-59,-87,-66,-101,-101,-62,12.435088,10.201574
-58,-90,-57,-95,-62,-97,-73,-100,-92,-73,11.804517,10.490571
-52,-100,-64,-91,-66,-88,-69,-94,-90,-69,10.220461,9.63877
-52,-98,-54,-91,-64,-102,-72,-99,-91,-70,9.024933,9.592112
-47,-96,-51,-101,-54,-93,-75,-108,-102,-69,13.040379,12.789897
-51,-91,-57,-93,-62,-91,-69,-99,-97,-67,12.662199,9.926819
-50,-102,-66,-84,-64,-95,-70,-96,-94,-62,8.853521,9.979216
-52,-97,-59,-96,-61,-92,-71,-100,-95,-69,11.95168,10.518417
-57,-89,-56,-95,-63,-99,-71,-96,-91,-73,11.800215,9.163125
-55,-94,-64,-88,-67,-93,-69,-92,-90,-69,10.314663,8.926096
-53,-99,-58,-94,-64,-95,-70,-99,-91,-73,10.567211,9.970568
-59,-95,-62,-87,-65,-91,-75,-101,-89,-69,9.056409,11.547051
-51,-102,-63,-85,-61,-98,-71,-109,-95,-61,9.856141,12.01545
-50,-105,-58,-87,-60,-101,-68,-97,-99,-67,8.874539,8.665766
-54,-99,-65,-89,-67,-92,-69,-97,-89,-68,10.152716,9.840234
-60,-92,-61,-88,-65,-93,-75,-96,-90,-71,9.25549,10.510971
-50,-92,-55,-93,-60,-85,-73,-106,-97,-65,12.119327,12.443557
-54,-97,-61,-86,-65,-90,-73,-105,-91,-65,9.478108,11.931028
-60,-87,-59,-87,-61,-90,-76,-102,-96,-67,10.733347,11.885396
-47,-104,-62,-95,-62,-103,-68,-92,-95,-68,10.703259,8.149506
-41,-98,-46,-101,-57,-96,-70,-104,-101,-68,12.6516695,10.448365
-46,-107,-61,-85,-66,-101,-70,-95,-92,-63,7.1717424,9.018691
-49,-105,-61,-92,-62,-100,-68,-102,-94,-66,10.480386,9.871981
-46,-92,-50,-92,-57,-86,-72,-107,-102,-62,12.135555,12.121238
-51,-98,-51,-94,-62,-104,-74,-97,-94,-71,9.035927,9.251088
-51,-98,-61,-82,-64,-94,-70,-103,-94,-61,9.0869665,10.907846
-57,-99,-67,-84,-68,-94,-70,-96,-87,-67,8.617616,9.791808
-57,-90,-58,-97,-60,-93,-74,-102,-94,-72,12.69224,11.499317
-56,-96,-66,-82,-65,-89,-68,-100,-93,-64,10.096582,10.427636
-50,-91,-52,-96,-57,-88,-74,-106,-101,-66,12.797751,12.17508
-52,-101,-61,-89,-66,-87,-71,-98,-90,-69,9.094267,10.635613
-59,-97,-67,-86,-68,-92,-70,-97,-87,-69,9.5289345,10.002812
-52,-98,-53,-92,-65,-102,-74,-91,-91,-73,7.9195933,8.471301
-51,-100,-57,-85,-63,-99,-73,-94,-96,-66,7.5202394,9.205038
-58,-96,-58,-87,-67,-97,-71,-89,-91,-74,8.105866,7.7534094
-54,-98,-60,-92,-66,-99,-69,-96,-88,-71,10.104318,8.952541
-58,-92,-57,-93,-62,-96,-75,-97,-94,-73,10.442624,10.297314
-51,-94,-52,-99,-58,-98,-73,-104,-97,-71,12.417089,11.080491
-47,-92,-59,-88,-62,-84,-67,-103,-98,-59,12.663485,10.91555
-52,-97,-58,-92,-65,-92,-70,-90,-93,-71,9.867722,8.3300085
-45,-110,-62,-87,-63,-105,-68,-95,-95,-64,7.965897,8.5601425
-44,-105,-55,-90,-62,-107,-73,-93,-97,-63,7.626316,8.425368
-53,-96,-57,-97,-60,-98,-70,-106,-94,-71,12.705103,11.092481
-51,-104,-61,-90,-67,-98,-69,-92,-89,-70,8.425489,8.289559
-50,-91,-56,-93,-60,-86,-72,-104,-98,-65,12.563587,11.882575
-54,-99,-62,-89,-63,-98,-69,-93,-95,-69,9.940661,8.514343
-54,-101,-65,-89,-67,-98,-71,-86,-90,-70,8.339243,7.7910833
-47,-107,-69,-86,-65,-96,-66,-102,-92,-61,10.082816,10.490526
-54,-99,-59,-92,-61,-98,-69,-107,-93,-70,11.38766,11.163934
-55,-96,-62,-83,-67,-92,-74,-98,-90,-65,7.981504,10.839943
-62,-90,-66,-83,-65,-91,-75,-99,-92,-66,9.60098,11.346361
-54,-96,-54,-89,-64,-99,-75,-94,-93,-71,7.984711,9.395951
-55,-94,-53,-94,-63,-98,-73,-95,-93,-73,9.930257,9.042619
-52,-100,-65,-82,-63,-92,-66,-100,-96,-62,10.032214,9.869923
-56,-87,-59,-84,-65,-85,-73,-95,-95,-64,10.012459,10.208171
-55,-97,-59,-89,-67,-100,-72,-87,-91,-72,8.191663,7.5711594
-55,-92,-59,-100,-60,-98,-71,-99,-94,-73,13.527657,10.137659
-44,-109,-64,-89,-64,-102,-69,-94,-94,-63,8.554523,8.932927
-49,-99,-61,-89,-66,-88,-68,-96,-92,-66,10.208226,9.628894
-60,-88,-58,-95,-61,-95,-74,-101,-94,-73,12.381705,10.96744
-53,-97,-59,-85,-68,-88,-74,-95,-90,-67,7.6415043,10.313746
-54,-92,-57,-95,-63,-93,-72,-96,-94,-72,11.59727,9.845468
-55,-92,-65,-89,-65,-90,-70,-92,-94,-67,11.319038,9.281032
-55,-99,-64,-87,-66,-95,-69,-101,-89,-66,9.874594,10.217133
-60,-93,-66,-82,-68,-92,-74,-94,-88,-67,8.13805,10.271087
-42,-95,-47,-102,-55,-95,-71,-108,-101,-66,13.781588,11.640602
-50,-104,-62,-84,-64,-92,-66,-101,-93,-64,9.161661,9.905039
-51,-105,-61,-85,-67,-96,-70,-93,-90,-67,7.0484524,8.732988
-55,-97,-60,-91,-66,-94,-72,-94,-89,-72,9.3444805,9.555471
-56,-96,-61,-82,-68,-97,-76,-90,-90,-67,6.324468,9.2947855
-49,-99,-62,-82,-63,-93,-70,-97,-98,-59,8.949159,9.806608
-52,-104,-60,-83,-64,-103,-72,-93,-94,-67,6.5356865,8.77667
-44,-109,-63,-93,-64,-103,-68,-92,-95,-65,9.477415,8.002389
-51,-101,-57,-89,-67,-102,-69,-96,-88,-69,8.443793,8.537568
-57,-93,-60,-93,-63,-93,-74,-96,-93,-72,10.7376795,10.363024
-50,-98,-53,-96,-58,-101,-72,-110,-95,-67,11.735745,11.676455
-58,-96,-66,-84,-68,-88,-70,-98,-87,-68,9.267083,10.558789
-54,-99,-66,-90,-66,-96,-70,-92,-91,-69,10.015198,8.990901
-48,-105,-60,-93,-63,-102,-67,-92,-96,-68,10.034839,7.4754777
-56,-99,-65,-84,-67,-96,-72,-93,-89,-66,7.85068,9.317387
-54,-99,-66,-80,-66,-95,-75,-91,-93,-63,6.691345,9.8971195
-45,-96,-50,-97,-60,-93,-70,-102,-97,-67,11.931055,10.322619
-49,-108,-60,-85,-68,-101,-69,-96,-89,-67,6.7289824,8.729258
-57,-98,-64,-86,-65,-93,-68,-101,-90,-69,10.106786,10.3125515
-55,-95,-56,-96,-60,-95,-74,-104,-94,-72,11.445254,11.590898
-48,-102,-57,-101,-63,-97,-70,-93,-91,-75,11.088552,8.97544
-55,-96,-62,-86,-66,-97,-73,-95,-91,-67,8.685556,9.7834635
-52,-95,-58,-91,-64,-91,-69,-94,-95,-69,10.828939,8.917439
-56,-92,-66,-86,-67,-88,-69,-92,-91,-66,10.625705,9.206774
-47,-102,-65,-89,-65,-95,-68,-97,-93,-62,10.401393,9.654081
-47,-107,-62,-86,-67,-101,-71,-91,-92,-64,6.914466,8.348141
-49,-100,-55,-89,-63,-104,-73,-99,-94,-66,8.479224,9.789587
-53,-89,-55,-90,-63,-88,-72,-97,-96,-67,11.079478,10.110139
-55,-98,-58,-82,-67,-99,-75,-89,-92,-68,5.858743,8.504752
-40,-110,-61,-81,-56,-98,-65,-110,-105,-51,9.778725,11.12512
-52,-99,-61,-78,-66,-95,-75,-93,-94,-61,5.86475,9.826366
-51,-96,-63,-92,-65,-87,-68,-95,-93,-67,11.74504,9.579537
-55,-96,-64,-82,-64,-91,-68,-97,-96,-64,9.852316,9.541611
-52,-95,-58,-81,-65,-91,-73,-94,-96,-62,7.6934595,9.573075
-48,-97,-53,-98,-57,-92,-73,-108,-99,-68,12.486196,12.371646
-56,-98,-66,-82,-67,-94,-71,-98,-90,-65,8.511693,10.341736
-55,-95,-54,-94,-62,-100,-72,-103,-91,-72,10.647649,10.479876
-58,-95,-59,-91,-68,-96,-72,-90,-88,-76,8.967616,8.431942
-40,-102,-42,-100,-58,-105,-68,-102,-99,-70,11.050836,8.758415
-56,-91,-57,-99,-60,-96,-73,-101,-95,-73,13.053151,10.763027
-56,-96,-58,-89,-65,-98,-72,-96,-90,-71,9.015114,9.45134
-55,-98,-66,-86,-67,-95,-72,-92,-90,-67,8.699354,9.4166765
-50,-105,-62,-90,-65,-95,-66,-94,-92,-69,9.586317,8.349172
-58,-97,-64,-85,-65,-97,-72,-95,-91,-69,8.67096,9.700869
-44,-97,-53,-103,-56,-94,-70,-104,-101,-67,14.249047,10.936788
-56,-97,-64,-86,-66,-88,-69,-101,-89,-68,10.0520315,10.890698
-48,-105,-65,-87,-63,-97,-68,-95,-95,-63,9.33526,9.167176
-58,-97,-65,-89,-69,-94,-71,-92,-85,-71,9.071694,9.0414715
-51,-99,-64,-86,-67,-87,-68,-105,-88,-65,10.309583,11.768719
-40,-110,-60,-88,-63,-106,-69,-98,-97,-57,8.344775,8.878195
-57,-95,-65,-88,-66,-96,-73,-93,-89,-67,9.338871,9.585372
-50,-100,-61,-92,-66,-93,-70,-90,-91,-68,9.558119,8.460612
-43,-96,-47,-101,-55,-96,-71,-106,-103,-67,13.31984,11.017979
-54,-101,-59,-86,-66,-100,-73,-92,-91,-69,7.020643,8.702329
-49,-95,-53,-98,-62,-97,-70,-93,-97,-73,11.734495,8.45984
-48,-110,-58,-89,-64,-108,-69,-93,-92,-68,7.0457788,7.623156
-57,-94,-63,-93,-65,-97,-68,-91,-91,-73,11.505925,8.096826
-51,-101,-58,-88,-61,-94,-70,-101,-95,-67,9.459765,10.489285
-53,-101,-63,-85,-64,-92,-72,-97,-93,-67,8.363423,10.566119
-49,-104,-58,-83,-61,-98,-67,-100,-100,-63,8.76154,9.084836
-53,-106,-64,-80,-68,-97,-71,-95,-88,-66,5.7844844,9.547129
-48,-107,-63,-91,-60,-104,-67,-96,-98,-67,10.194532,8.658664
-62,-87,-61,-94,-62,-95,-74,-98,-93,-73,12.300644,10.524545
-56,-95,-67,-84,-67,-89,-69,-95,-91,-65,9.9918,9.71145
-43,-106,-58,-90,-63,-102,-70,-90,-98,-63,8.373065,7.743992
-43,-94,-50,-95,-55,-88,-70,-110,-103,-61,13.373815,12.339699
-52,-102,-61,-86,-63,-91,-68,-97,-95,-67,9.232709,9.494487
-51,-109,-65,-85,-65,-101,-68,-93,-92,-67,7.446105,8.352204
-56,-97,-67,-92,-68,-94,-69,-89,-89,-72,10.673984,8.309083
-59,-91,-60,-87,-63,-96,-77,-98,-94,-68,9.260982,10.98655
-43,-109,-60,-95,-60,-104,-65,-95,-99,-65,10.925693,7.723817
-59,-92,-64,-91,-64,-91,-74,-96,-91,-70,10.767129,10.680779
-58,-84,-60,-86,-64,-84,-72,-99,-94,-65,11.658808,10.990088
-51,-98,-66,-91,-65,-92,-70,-90,-94,-66,10.697996,8.894363
-52,-101,-64,-86,-68,-94,-70,-92,-89,-67,8.255405,8.9944
-43,-101,-49,-101,-60,-98,-70,-97,-97,-72,11.3133335,9.165576
-52,-101,-63,-87,-64,-95,-68,-106,-92,-63,10.45559,10.911379
-55,-94,-57,-95,-64,-95,-73,-96,-92,-75,10.735274,10.0020685
-46,-108,-61,-88,-65,-103,-71,-92,-93,-64,7.2900214,8.432297
-54,-94,-64,-87,-65,-89,-69,-92,-94,-66,10.573237,9.056441
-52,-99,-57,-89,-63,-102,-71,-98,-94,-68,9.21012,9.336201
-56,-97,-59,-89,-65,-95,-73,-98,-90,-71,8.9691925,10.316435
-54,-101,-67,-86,-64,-97,-71,-96,-92,-66,9.106984,10.082257
-52,-102,-67,-94,-66,-96,-69,-88,-91,-70,10.425632,8.062614
-57,-97,-60,-87,-65,-100,-71,-96,-90,-70,8.794209,9.176134
-45,-101,-58,-94,-63,-92,-69,-93,-96,-65,10.616484,8.787954
-51,-105,-62,-81,-65,-102,-74,-91,-93,-64,5.4653344,9.00026
-55,-95,-61,-85,-68,-91,-72,-89,-92,-67,8.273783,8.441388
-57,-95,-66,-86,-64,-88,-68,-99,-93,-66,11.136892,10.264328
-43,-110,-66,-89,-60,-104,-66,-97,-99,-62,10.126165,9.1191
-57,-98,-67,-85,-70,-92,-70,-93,-86,-68,8.65491,9.242122
-53,-99,-67,-87,-64,-92,-67,-98,-93,-65,10.947844,9.911516
-50,-101,-57,-98,-64,-105,-68,-90,-93,-74,10.758891,7.0516434
-58,-91,-60,-88,-61,-96,-75,-103,-95,-67,10.555508,11.674276
-55,-96,-60,-81,-63,-92,-72,-97,-96,-64,8.20501,10.072282
-56,-101,-62,-82,-70,-95,-73,-89,-87,-69,5.744052,8.539709
-60,-92,-65,-88,-64,-90,-73,-98,-92,-69,10.676042,10.916567
-54,-98,-57,-87,-66,-101,-73,-92,-92,-70,7.6396995,8.538716
-57,-98,-63,-89,-67,-93,-70,-99,-88,-71,9.8380575,10.137083
-51,-93,-60,-88,-66,-84,-70,-97,-92,-65,10.628753,10.413629
-55,-93,-64,-80,-63,-90,-73,-96,-96,-61,8.818732,10.652512
-49,-88,-53,-94,-57,-88,-72,-107,-102,-63,13.689723,12.128358
-52,-100,-53,-85,-66,-98,-73,-91,-93,-69,6.3132424,8.175202
-58,-97,-63,-82,-68,-93,-76,-91,-89,-68,6.387689,9.798315
-58,-87,-60,-87,-63,-92,-74,-100,-95,-66,11.025245,11.060121
-52,-102,-59,-85,-63,-100,-69,-98,-95,-67,8.508904,9.181606
-49,-99,-57,-90,-60,-95,-66,-102,-97,-65,11.390123,9.664796
-50,-94,-63,-90,-63,-87,-66,-96,-96,-65,12.527772,9.567305
-57,-94,-61,-90,-64,-94,-75,-94,-92,-71,9.448775,10.241865
-54,-99,-69,-80,-68,-91,-70,-100,-88,-62,8.54793,11.137632
-56,-89,-58,-85,-63,-90,-74,-98,-96,-64,9.876944,10.583897
-55,-99,-64,-88,-63,-98,-71,-95,-95,-68,9.719084,9.41749
-52,-100,-65,-84,-66,-91,-69,-96,-92,-64,9.060764,9.790351
-54,-102,-64,-83,-61,-96,-68,-101,-96,-64,9.342617,10.11673
-52,-100,-60,-86,-67,-100,-72,-93,-91,-66,7.7111235,8.719199
-47,-90,-49,-97,-55,-89,-73,-108,-104,-64,13.614702,12.185389
-57,-94,-65,-90,-66,-95,-72,-92,-90,-69,10.229465,9.291276
-53,-102,-56,-85,-67,-104,-74,-90,-91,-70,5.7429633,8.055273
-53,-99,-63,-88,-67,-97,-70,-96,-90,-68,9.405859,9.463397
-52,-97,-52,-92,-63,-95,-74,-96,-94,-71,8.840057,9.653272
-44,-96,-49,-99,-58,-92,-72,-101,-100,-68,12.106926,10.677118
-53,-97,-60,-87,-64,-91,-69,-95,-95,-68,9.840452,9.261263
-57,-88,-62,-87,-66,-85,-72,-95,-93,-66,10.925452,10.163495
-58,-97,-65,-86,-63,-95,-70,-101,-92,-68,10.190793,10.682321
-58,-94,-61,-89,-65,-94,-71,-102,-89,-70,10.483107,10.802007
-44,-109,-64,-89,-65,-100,-68,-94,-93,-63,8.674652,8.774548
-54,-104,-68,-83,-66,-96,-69,-95,-91,-66,8.173282,9.469192
-49,-98,-53,-90,-61,-97,-67,-101,-96,-66,10.579642,9.180162
-42,-110,-65,-89,-61,-104,-67,-98,-97,-61,9.687666,9.470022
-46,-107,-65,-83,-61,-100,-70,-98,-99,-59,8.317087,10.0337305
-52,-102,-63,-91,-67,-90,-69,-101,-86,-71,9.927167,10.995514
-48,-101,-56,-82,-62,-96,-69,-98,-99,-61,8.141595,9.144977
-59,-86,-61,-87,-64,-87,-71,-97,-94,-66,11.618859,10.084189
-56,-94,-59,-96,-63,-95,-73,-95,-91,-74,11.047141,9.924745
-47,-106,-59,-85,-63,-94,-67,-101,-95,-64,8.66297,9.885579
-56,-97,-63,-88,-65,-90,-73,-103,-89,-68,9.755852,11.852747
-55,-94,-60,-84,-66,-96,-74,-91,-93,-66,7.929094,9.053453
-58,-95,-59,-90,-66,-97,-73,-91,-90,-74,8.830305,8.764093
-46,-94,-53,-94,-54,-91,-69,-110,-106,-61,13.963679,11.847898
-58,-95,-65,-84,-63,-92,-69,-104,-94,-65,10.82735,11.036916
-52,-91,-59,-93,-61,-92,-68,-98,-99,-67,13.233544,9.5348015
-47,-99,-63,-88,-62,-92,-68,-96,-99,-61,11.02673,9.504464
-42,-99,-52,-105,-54,-92,-72,-110,-101,-67,14.448852,12.85035
-51,-97,-61,-82,-63,-91,-71,-96,-97,-61,8.741659,9.928307
