WAP001,WAP002,WAP003,WAP004,WAP005,WAP006,WAP007,WAP008,WAP009,WAP010,X,Y,source
-110,-110,-110,-110,-110,-110,-110,-110,-110,-106,9.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-109,9.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,9.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-104,-110,5.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-109,-110,5.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-108,-110,5.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-107,-110,5.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-106,-110,5.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-107,-110,5.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-107,-110,7.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-109,-110,7.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-108,-110,7.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-109,-110,7.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-108,-110,7.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-107,-110,7.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-106,-110,7.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-109,-110,7.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-109,-110,7.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,11.0,real
-110,-108,-110,-110,-110,-110,-110,-110,-110,-110,15.0,11.0,real
-110,-108,-110,-110,-110,-110,-110,-110,-110,-110,15.0,11.0,real
-110,-105,-110,-110,-110,-110,-110,-110,-110,-110,15.0,11.0,real
-110,-107,-110,-110,-110,-110,-110,-110,-110,-110,15.0,11.0,real
-110,-108,-110,-110,-110,-110,-110,-110,-110,-110,15.0,11.0,real
-110,-108,-110,-110,-110,-110,-110,-110,-110,-110,15.0,11.0,real
-110,-108,-110,-110,-110,-110,-110,-110,-110,-110,15.0,11.0,real
-110,-104,-110,-110,-110,-110,-110,-110,-110,-110,15.0,11.0,real
-110,-108,-110,-110,-110,-110,-110,-110,-110,-110,15.0,11.0,real
-110,-108,-110,-110,-110,-110,-110,-110,-110,-110,15.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,11.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,13.0,real
-110,-108,-110,-110,-110,-110,-110,-110,-110,-110,15.0,13.0,real
-110,-109,-110,-110,-110,-110,-110,-110,-110,-110,15.0,13.0,real
-110,-108,-110,-110,-110,-110,-110,-110,-110,-110,15.0,13.0,real
-110,-107,-110,-110,-110,-110,-110,-110,-110,-110,15.0,13.0,real
-110,-107,-110,-110,-110,-110,-110,-110,-110,-110,15.0,13.0,real
-110,-108,-110,-110,-110,-110,-110,-110,-110,-110,15.0,13.0,real
-110,-108,-110,-110,-110,-110,-110,-110,-110,-110,15.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,13.0,real
-110,-105,-110,-110,-110,-110,-110,-110,-110,-110,15.0,13.0,real
-110,-107,-110,-110,-110,-110,-110,-110,-110,-110,15.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,13.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,13.0,real
